id,title,content,frontmatter,status,created_at,updated_at
194,Completing the appointment and training process,"It is your responsibility, as the Special Census Supervisor to ensure the trainees complete the required appointment forms.
You are provided complete verbatim instructions on the appointment process in the various operational training guides.
Follow these steps to complete the appointment and training process:
1. Ask trainees to introduce themselves, as they do annotate their attendance.
2. Distribute to trainees, their individual appointment folder. (You should have already obtained these from the SCO. If you do not have the folders or are missing any, contact your SCO.)
3. Have trainees review and complete various personnel documents. Have the trainees verify their folder contains the following forms:
- BC-61, Appointment Affidavits (if being sworn in during training)
- OF-306, Declaration for Federal Employment. Require 17B signature
- SC-186F, Special Census Employment Agreement Temporary Excepted Service
- SC-999, Overtime Policy Agreement SC-287, Post Employment Restrictions
- SC-1129, Personal Telephone Reimbursement Policy Agreement
- SC-472, Top 10 Ethics Rules for Special Census Employees
- SC-473, General Ethics Principals
- W-4, Employee's withholding Allowance Certificate
4. Upon completion of the first day of Operational training, hand-carry or send by UPS (next day or overnight) all appointment folders and folders for the no-shows to the appropriate Special Census Office or the Regional Office for immediate processing. You must account for and return all appointment folders. A delay in returning the appointment folders to the SCO or RO will cause a delay in the employee's paycheck.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
195,Effective Dates,"The effective date is the date that a personnel action takes place. No personnel action can be made effective prior to the date the manager/supervisor approves the request for processing an action unless the action is death or resignation.
When processing a Hire or Rehire, use the date the Oath of Office was administered on the BC-61, *Appointment Affidavits.*",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
196,Position Descriptions,"A position description (PD) is a narrative statement of specific duties and responsibilities comprising the work assigned to an employee. An employee may receive a copy of their assigned PD, upon request, and their SF-50, *Notification of Personnel Action* when an action is processed for the employee.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
197,Duty Station,"The duty station represents the official city, county, and state in which the employee works.
- The duty station for employees assigned to a **field** position (i.e., Field Supervisor, and Field Representative) will be their home address.
- The duty station for employees assigned to an **office** position who work most of their work in the office (i.e., clerk) will be the location (city, county, and state) of the Special Census Office (SCO).",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
198,Initiating Personnel Actions,"## Type of Personnel Actions the Special Census Supervisor Can Request
There are several personnel actions you can request as a supervisor including:
**Extension of Appointment:** The administrative staff at the RO will notify the Special Census Supervisor of those employees that are coming to the end of their current appointment. The Special Census Supervisor will decide based on the status of the current operation and terminate the employee for End of Temporary Appointment or request an Extension of Appointment. See ROAM 2024-07 for additional guidance.
**Cancellation:** If a previous personnel action was requested in error, the RO will initiate a PAR action CHRIS to request a cancellation of that personnel action.
Any terminations processed for Performance and/or Conduct must have been documented to support the termination and be approved by both ERB and the RO.
**Termination:** The RO will need to initiate termination actions for Lack of Work, Expiration of Appointment, Resignation, or Performance and/or Conduct. **Discuss performance and conduct terminations** with ERB and the RO. Do not allow employees that should be terminated for performance or conduct issues to be terminated for Lack of Work or Expiration of Appointment. If this was done erroneously, the employee will be available for future job openings.
Refer to Topic 3 PERFORMANCE AND CONDUCT-BASED ACTIONS.
**Name Change:** If an employee has a name change due to marriage or divorce, attach a copy of the marriage certificate or legal document so the RO can initiate the name change.
**Personal Updates:** Employees can request updates to their home or mailing address, telephone number, tax deductions, race, and ethnicity. The employee can log into EPP to make these updates if the employee has a census email address. If the employee is requesting change in tax status, a W-4 should be submitted by the employee.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
199,Performance and Conduct-Based Actions,"## Conduct
Unacceptable conduct covers a range of employee work behaviors. Some of them include, but are not limited to:
- Tardiness.
- Insubordination, which is an employee's refusal to obey an order, such as refusing an assignment or not completing a work assignment by a deadline; The burden is on the supervisor to phrase the order in such a way that there are no options. Make it very clear that the work must be completed by a certain time, for example: ""You must complete this by the end of the day.""
- Creation of work disturbances.
- Hitting or striking another employee or respondent.
- Falsifying data on job applications.
- Falsifying Census Bureau data.
- Permitting employees to work unauthorized hours, manipulate hours or work unauthorized overtime.
When a conduct-related situation occurs, counseling the employee should be the immediate starting point for dealing with conduct problems. The employee is to be counseled and the counseling session must be documented along with recommended steps for correction given to the employee as well as a recommendation for action. For Field Staff, document the discussion on the Form BC-282, Documentation of Conduct and/or Performance Problems. Make certain to alert your manager and Employee Relations Branch (ERB) specialist when you need to counsel or provide OJT to a team member. 
The nature and seriousness of the misconduct may warrant going directly to a recommendation for termination of employment as the most appropriate action. Given the temporary nature of these appointments, termination of employment without progressive discipline may be warranted in many cases. If the Field Supervisor decides that termination is the recommended action, the Field Supervisor will discuss the situation with the Special Census Supervisor, and Employee Relations Branch (ERB) specialist who will make the final decision.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
200,Performance,"Unacceptable performance occurs when an employee fails to meet acceptable performance standards. Unacceptable performance could be deficient production, response, accuracy, and/or transmittal/timeliness rates.
First line supervisors must advise an employee with less than satisfactory work performance of their performance deficiencies and advise that an improvement is expected within 24 to 48 hours, or termination from census duty will result. Employees who continue to exhibit less than satisfactory work performance or conduct problems must be terminated from employment.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
201,Conduct and Performance Provisions,"Statutory and regulatory provisions that apply to conduct and performance-based actions are different. However, there are some basic rules of thumb to follow when dealing with either conduct or performance problems:
- The supervisor needs to respond in a timely manner to a conduct or performance problem counseling the employee and providing him or her with specific steps for improvement. The supervisor will consult with the Special Census Supervisor about the counseling plan prior to providing the counseling to the employee. The supervisor will try to secure the employee's commitment to positive change.
- The supervisor selects the response that fits the problem. The supervisor considers the nature and seriousness of the problem, including any history of a similar problem and the action, if any, taken at the time.
- The supervisor needs to be consistent in responding to similar problems.
- The supervisor will ensure the employees are aware of what is expected of them and the possible consequences for not improving their conduct or performance.
- The supervisor providing the counseling must document **all** counseling sessions including date and time, the matters discussed, the supervisor's responses, including recommendations, and those of the employee. Make sure you clearly state your expectations for improvements and the consequences if these expectations are not met.
    **For 180 Days Field Reps Only: All documentation must be completedon Form BC-282, Documentation of Conduct and/or Performance Problems.**",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
202,Disciplinary Adverse Action File (DAAF) and Documenting Conduct and Performance Issues,"The Disciplinary Adverse Action File (DAAF) is an individual file for each employee involved in a performance or conduct based action. The file, which is maintained at the SCO/RO in a locked cabinet, will contain record counseling session(s) with an employee. The DAAF will be created for the employee, and it will be included in the employee's folder that is kept at the SCO/RO.
The first line supervisor must document all counselling sessions and terminations for cause on the BC-282, Documentation of Conduct and/or Performance Problems for FR. This file will be used to document the reason(s) for termination and to respond to any unemployment compensation claims, congressional inquiries, or EEO complaints that might arise.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
203,Summary,"It is critical that conduct and performance issues be addressed in a timely manner. When discussing the issue with the employee, the supervisors need to accurately describe the issue to the employee, recommend steps to resolve the problem, get feedback from the employee, and make sure that the employee understands that future occurrences will result in termination.
The employee will be given a specific date for performance issues to be corrected. If it is a conduct issue, the employee must understand that termination will result if it happens again.
The employee's immediate supervisor seeks approval from the Special Census Supervisor or designee to conduct the counseling session and document on the on the BC-282, Documentation of Conduct and/or Performance Problems",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
204,Releasing Your Staff,"Employees can be released for various reasons, some of which are:
- Resignation
- Expiration of appointment
- Lack of work
- Unsatisfactory work performance
- Conduct problems (for example, refusing an assignment)",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
205,Release upon Resignation,"Employees who wish to resign must submit a written request for resignation to their supervisor. The request should include the employee's name, effective date of resignation, and a brief reason for the resignation. Employees determine the effective date of their resignation.
If the resignation is made verbally, the immediate supervisor will try to obtain written confirmation of the resignation from the employee. If this is not possible, the person to whom the resignation request is made (usually the supervisor) must prepare a memorandum for the record documenting the employee's request to resign.
The immediate supervisor must ask employees to complete their final SC-308, Daily Pay and Expense Record. The supervisor certifies the SC-308 and forwards it to the SCO for processing.
RO will initiate a termination action in HRC and attach either the employee's written resignation or a memorandum for record. A copy of the SF-50, *Notification of Personnel Action* will be forwarded to the employee.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
206,Release upon Expiration of Appointment (Not-to- Exceed Date) or Lack of Work,"FRs cannot work past 180 days. They may be converted to a current survey vacancy between days 90 and 135. See ROAM 2024-07 for more guidance.
At 180 days, terminate the FR for Expiration of Appointment. If the work ends early, terminate the FS and FR for Lack of Work.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
207,Terminating Employees for Conduct or Performance Problems,"Employees who exhibit continued performance or conduct problems must be terminated from employment. The first-line supervisor should have already advised an employee whose performance is less than satisfactory that improvement is expected within 24 to 48 hours, or release from census duty could follow.
The counseling session for FR's should have been documented on the BC-282, Documentation of Conduct and/or Performance Problems and reviewed with their supervisor. During the counseling session, the employee's immediate supervisor offered suggestions on how to improve and, if necessary, re-trained the employee through on-the-job activities. If the employee's performance is still less than satisfactory, or misconduct reoccurs, the employee's immediate supervisor will discuss the termination with the Employee Relations Branch (ERB) specialist and Special Census Supervisor.
The employee's immediate supervisor will document what suggestions for improvement were made and what the outcome was; and then make a recommendation to terminate the employee. If the Employee Relations Branch (ERB) specialist. approves the termination, he or she will work with the RO to process a termination. Also, the Special Census Supervisor needs to consult with the RO when it is recommended that an employee be terminated for cause.
Additionally, after the Employee Relations Branch (ERB) specialist approves the termination recommendation, the SCO will request a termination action due to conduct and/or performance. The immediate supervisor will reassign any remaining work to another employee within the Field Supervisor District.
Unacceptable conduct covers a range of employee work behaviors including, tardiness, insubordination, creation of work disturbances, hitting or striking another employee or respondent, and falsifying data on employee applications or census questionnaires or other documents.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
208,Release for refusing an assignment,"If an employee refuses an assignment for **ANY** reason, they are to be released from census duty. The immediate supervisor will document on the BC-282, Documentation of Conduct and/or Performance Problems stating the refusal for a work assignment and make a recommendation for termination to the Special Census Supervisor. If the termination is approved, the Special Census Supervisor will work with the RO.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
209,Reporting the Death of an Employee,"Report all Census Bureau employee deaths immediately to the RO. Provide the RO the following information:
- Employee's name, age, and address
- SCO name
- Date and time of death
- Cause of death (circumstances surrounding the death), if known
- Duty status (on duty/off duty)
- Position title
- The RO will communicate this information to Field Division and Human Resources at Census
- HRD will process the action.
- RO Admin should confirm in HRConnect that the personnel action was processed by HRD.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
210,How to release employees,"The immediate supervisor will follow the steps in Table 7.2: Separation Action chart below when an employee separates for expiration of appointment, lack of work, resignation/termination, or termination for performance and/or conduct problems. The immediate supervisor should advice the employee there may be a delay in receipt of their final paycheck if they fail to return any government owned property.
1. If appropriate, the employee's immediate supervisor may thank the employee for their help in performing the tasks assigned.
5. The employee's immediate supervisor collects all government property, employee identification card, all used and unused census forms, questionnaires, maps, or other materials, from the employee.
6. The employee's immediate supervisor collects any remaining completed census work and payroll forms from the employee. The employee's immediate supervisor reviews and certifies the payroll form and give copy 3 to the employee.
7. The employee's immediate supervisor forwards all collected census and government materials to the SCO.
8. The employee's immediate supervisor tells the employee to expect a copy of the separation personnel action (termination or resignation) in the mail within two weeks from the effective date of the separation. *(The employee can use this document as proof of employment when applying for unemployment benefits at their local state employment office.)*",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
211,Employee Grievances,"## Employee Grievances
The Administrative Grievance Procedure is a streamlined complaint process which provides Special Census Office (SCO) employees an opportunity to seek resolution to employment concerns. Specifically, this is a one-step grievance system which incorporates a higher-level management concurrence requirement when the deciding official does not grant the full relief requested by the grievant.
When employees voice displeasure about any facet of their working environment, supervisors should attempt to resolve the matter by discussing the issue with the employees. Importantly, experience has shown that supervisors resolve most concerns informally through dialogue with the employees. However, employees have a right to file a grievance under the Administrative Grievance Procedure.
**Note:** Separated employees and applicants who have not been hired by the Census Bureau are not entitled to file a complaint using the Administrative Grievance Procedure.
A grievance is a request by employees for personal relief in a matter of concern or dissatisfaction regarding their employment that is subject to the control of Census Bureau or Department of Commerce management officials.
Employees are considered to have elected the Administrative Grievance forum at the time they complete, in writing, the SC- 244, *Administrative Grievance Intake Form,* and present it to the SCO Supervisor. When the SCO Supervisor receives a grievance, they must promptly notify the Regional Office Administrative Officer who will contact the Equal Employment Opportunity Specialist. When employees have already filed an EEO complaint about the same issue, the grievance is dismissed.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
212,Employee Options,Employees who elect to file a formal EEO complaint regarding an aspect of their employment are precluded from raising the same matter under the Administrative Grievance Procedure.,,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
213,Time Limits,"Employees must complete and submit a SC-244, *Administrative Grievance Intake Form*, to their supervisors within 15 calendar days following the date of the act or occurrence or on the date the employee become aware of the grievance.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
214,Deciding Official,"Generally, SCO employees must file a grievance with the SCO Supervisor who supervises their work. In cases where the SCO Supervisor does not have responsibility for the matter being grieved or does not have authority to grant the requested relief, the SCO Supervisor should forward the grievance directly to the RO and advise the grievant of such. When SCO Supervisors are unsure who the appropriate decision official should be, they must consult with the RO.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
215,Personal Relief,The grievant must specify the personal relief sought. Personal relief is a specific remedy directly benefiting the grievant. A request for disciplinary action or other action affecting another employee of the agency is not personal relief,,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
216,Official Time,Allow the grievant a reasonable amount of official work time to present the grievance. The grievant is **not** entitled to official work time to prepare the grievance.,,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
217,Processing Requirements,"The appropriate SCO deciding officials must confirm that the following items are completed on the SC-244, *Administrative Grievance Intake Form*:
- The name of the deciding official.
- The name of the grievant.
- The subject of the grievance.
- The dates of the incident(s) forming the basis for the grievance.
- The date the grievant submits the SC-244.
- The date of the grievance meeting or telephone conference call.
- The personal relief requested.
A grievance cannot be processed until all the above information has been entered on the form. If the employee refuses to provide any of this information, this will serve as a basis for dismissing the grievance.
Deciding officials complete the back portion of the SC-244, *Administrative Grievance Intake Form*, documenting the acceptance or rejection of the grievance, the reasons for the rejection, if applicable, and the final written grievance decision.
Deciding officials do the following when determining the acceptability of the grievance
- Confirm that the grievance is filed according to the specified time limits. If the grievance is not filed in a timely manner, deciding officials reject the grievance and cite the basis for the rejection on the SC-244.
- Confirm that the grievance falls within the scope of the Administrative Grievance Procedure. Refer to the next section, *Exclusions*, for a list of subject areas that are excluded from the Administrative Grievance Procedure. If the grievance concerns an excluded subject, deciding officials reject the grievance and cite the basis for the rejection on the SC-244.
- Establish a grievance file containing a copy of the SC-244 and any other documentation submitted by the employee.
- Conduct whatever fact-finding is appropriate to the situation.
- Issue a written decision to the employee within 15 calendar days after receipt of the grievance.
When deciding officials grant less than the full relief requested by employees, the deciding official's supervisors must make the final decision. In this case, deciding officials provide their supervisors with a written recommendation with justification and a copy of the grievance file.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
218,Exclusions,"The Administrative Grievance Procedure does not apply to:
- A decision which is appealable to the Merit Systems Protection Board (MSPB) or subject to final administrative review by the Office of Personnel Management (OPM) or the Equal Employment Opportunity Commission (EEOC).
- Published policy or regulations of Field Division (FLD), the Census Bureau, or the Department of Commerce.
- Non-selection for a higher paid position or the failure to receive a conversion to a higher paid position under battlefield conditions.
- An action that terminates a temporary promotion and returns the employee to the position from which he or she was temporarily promoted.
- An action that terminates a term promotion at the completion of the project and returns the employee to the position from which promoted, or to a different position of equivalent grade and pay.
- The granting of or failure to grant an employee award, or the adoption of or failure to adopt an employee suggestion or invention.
- The receipt or failure to receive an award or quality step increase.
- A preliminary warning notice of an action which, if effected, would be covered under the grievance system, or excluded from coverage because it is appealable to the MSPB or subject to administrative review by OPM or the EEOC.
- The substance of the critical elements and performance indicators of an employee's position.
- A return of an employee from an initial appointment as a supervisor or manager to a nonsupervisory or nonmanagerial position for failure to satisfactorily complete the probationary period.
- Any separation actions.
- A matter previously grieved by the same employee.
- An action taken in response to a formal agreement that was voluntarily entered into by employees which assign them from one geographical location to another.
Additionally, upon a grievance becoming moot due to the employee's death or separation from employment with the Census Bureau, the deciding officials must cancel the grievance unless the personal relief sought by the employee involves compensation or other personal relief that could be granted after termination of their employment.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
219,Employee Rights,"Advise individuals who have access to grievance-related information of the requirements for confidentiality, privacy, and need-to-know.
Persons involved in the processing or adjudication of a grievance must protect the confidentiality of all related communications with the grievant and others involved in the grievance and the right of the individuals to privacy. Additionally, persons with access to information related to the grievance must not disclose that information to anyone except those who have a legitimate need to know.
Employees, in pursuing resolution of a grievance under the Administrative Grievance Procedure, should have:
- Freedom from restraint, coercion, interference, discrimination, or reprisal in connection with filing a grievance.
- Full, impartial, and prompt consideration of the grievance by appropriate supervisory or management officials.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
220,Additional Employee Rights,"When employees have questions that fall outside the scope of the Administrative Grievance Procedure, they are entitled to communication with and advise from:
- A supervisory or management official of higher rank than their supervisor.
- The Census Bureau's EEO officer or EEO counselors.
- The Regional Director (RD).",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
221,Records Maintenance,"The SCO Supervisor must establish a grievance file for each case. The following documents are the *only* records that are maintained in each file:
- The SC-244, *Administrative Grievance Intake Form*, prepared by the grievant and reviewed/completed by the appropriate SCO Supervisor.
- All documents supplied by the grievant and any documents used by deciding officials to decide on the case.
- The recommended grievance decision or the final grievance decision, as appropriate, that is documented on the SC-244.
- A copy of any settlement agreement.
Maintain Administrative Grievance Procedure files as follows:
- Keep grievance files in a secure area within the SCO. Retain active cases in the SCO, but forward resolved cases to the RO.
Forward all remaining grievance files to the RO when the SCO closes. Grievance files will be retained for a period of seven (7) years from the decision date.
For further guidance regarding the Administrative Grievance System, contact your supervisor at the RO",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
222,Employee Assistance Program,"## Employee Assistance Program (EAP)
The Special Census Office employees can receive assistance for marital or family stress, alcohol and /or drug abuse, mental or emotional problems, financial difficulties, and other problems. Employees should call the SCO Supervisor.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
223,Guidance,"To assist employees with personal problems, SCO Supervisor should provide the employee with the appropriate national hotline number, which is 1-800-211-6015. Expenses for outside services will be the employee's responsibility",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
224,SCO Supervisors Function,"The SCO Supervisors role is to ensure accurate referral information reaches all employees, as needed. The SCO Supervisor should not attempt to diagnose or counsel employees with personal problems",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
225,Voluntary Use,"The use of the EAP is voluntary (that is, an employee may choose not to use the referral resources and may not be required to call the Headquarters EAP office is referred). Conversations with the Headquarters EAP Counselor are confidential. The SCO Supervisor should also treat all inquiries as confidential.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
226,Special Sworn Status,"## Definition
Individuals with Special Sworn Status (SSS) are defined as non-Census Bureau personnel who require access to census information or confidential data, and/or are working in Census Bureau space. Individuals with SSS are paid by a third party and are not considered Census Bureau employees for pay purposes. These individuals' salary and related job expenses are actually paid by the company that hired them and contracted them to perform a service in the RO/SCO. These individuals with SSS could be researchers, private industry personnel and individuals from other government agencies working on special projects sponsored by the Census Bureau, or work performed by members of a formal Census Advisory Committee for the purpose of responding to a request for advice from the Census Bureau. This includes individuals serving on an Intergovernmental Personnel Act assignment. In addition, they could be janitors, building inspectors, building maintenance staff, construction workers, electricians, copy machine repair people, security guards employed by lessor, contractors, and other service organizations with access to Census Bureau space.
To preserve the confidentiality of census data, no person may begin work, or be allowed access to sensitive data until the Contracting Officer's Representative (COR)/ Personal Identity Verification (PIV) Sponsor has received notification of a favorable suitability determination by the Census Investigative Service Division. And, if they have been appointed and administered the Affidavit of Nondisclosure using Form BC- 1759 or BC-1759(DV), Special Sworn Status. A notary is not required if the individual is administered the Oath of Office by a Census Bureau employee who has been delegated the authority to administer the oath (for example, Administrative Specialist). While individuals with SSS are not considered Census Bureau employees, they are required to have favorably cleared the pre-employment suitability process.
Use the BC-1759 for SSS individuals **not exempt** from the OSY, Counter-Espionage Branch clearance processing. Use the BC-1759(DV) for SSS individuals who are **exempt** from the OSY, Counter-Espionage Branch clearance processing. These SSS individuals are usually visitors, observers, GAO auditors, or Oversight Committee members.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
227,COTR,Each RO/SCO should designate an employee to serve as the COR. The COR must be someone from the administrative staff who has been delegated authority to administer the Oath of Office. The COR is responsible for technical management of a contract and ensures that required paperwork is accurately completed in a timely manner.,,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
228,Appointment Procedures,"The following HSPD-12 process must be followed to achieve the pre-employment suitability clearance:
The COR will access the Centralized Application of Managing Personnel Investigations and Non-Employees (CAMPIN) tool and submit an onboarding application. This application will contain the necessary data to initiate the onboarding/clearance process of any new Special Sworn Employee. The Census Investigative Services (CIS) will contact the Special Sworn Employee to provide the necessary requirements dependent upon their requested Position Sensitivity Level. In addition, the COR may be required to provide the following required forms in person or via mail:
- BC-1759, Special Sworn Status
- A copy of two Forms of Identification (one must be a picture I.D.)
- Form I-9, Employment Eligibility Verification
- BC-1085-Contractor/Position Sensitivity Level Designation
- Fair Credit Reporting Act form
- FD-258, FBI Fingerprint Card (two cards) or the individual may be printed via livescan at the local Regional Offices.
- OF-306, Declaration for Federal Employment
- Current Fiscal Year Title 13 Data Stewardship Certificate
- Management (OPM), Electronic Questionnaire for Investigations Processing Questionnaire for Public Trust Positions (e-QIP) website at [[www.opm.gov/e-qip]{.underline}.](http://www.opm.gov/e-qip) (Contractor or SSS individual will be invited in to OPM's website (e-QIP) to complete the appropriate investigation form (SF-85 or SF-85P) by CIS personnel, upon receipt of initial investigation package.)
The contractor or SSS individual must submit their completed forms to the CIS **two weeks** prior to the expected start date in the RO or SCO. They must also present two original identity documents as identified on the I-9 Form. (Non-U.S. citizens must provide INS documentation, such as passport, permanent resident card, alien registration card, or work VISA, and so on.) Special Sworn Employees who are not U.S. Citizens and have a valid Visa, Employment Authorization Card, etc. must wait 30 calendar days before accessing any Census data/centers. Permanent Residents are exempt from the 30 day wait period.
Please note the Foreign National visit request must be submitted via CAMPIN in the Foreign National section of the tool.
The FD-258, Fingerprint cards must also be turned in as part of the completed forms. Fingerprints may be taken at local police station.
Only use the FD-258, Fingerprint cards for contractors or SSS individual(s).
If the COR opts to collect all the required documents, they must forward the completed package (original copies), along with clear and legible copies of the contractor or SSS individual's two acceptable identity source documents to Census Investigative Services by the way of KTA. **Note:** The contractor or SSS individual must retain a signed copy of the BC-1759 with them while in the Census Bureau space, and/or while performing service with the Census Bureau.
The Administrative personnel and CIS Office, will review the package for completeness and will, concurrently, submit the fingerprint cards for initial clearance. (Incomplete package will be returned to the COTR and will create delay in the clearance processing.)
A contractor or SSS individual is not allowed to work in the RO/SCO until the COR has received notification of a favorable suitability determination from the Census Investigative Services (CIS).
After completion of a fingerprint check and review of all required forms, the COR will be notified via e-mail of any unfavorable suitability determinations, as well as favorable results with instruction for issuance of a badge.
At scheduled appointment time, the contractor or SSS individual appears to the COR and presents identity source documents. The contractor or SSS individual is sworn to uphold Title 13, and is given Title 13, IT Security, No Fear Act, and Personal Identifiable Information training documents, as appropriate.
For questions concerning security clearances of contractors and SSS individuals, contact the Census Investigative Services (CIS) at (301)763- 4191 from 7:30 a.m. to 5:00 p.m. Eastern Standard Time",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
229,Position Sensitivity Level Designation,"It is the COR responsibility to determine the position sensitivity level for the Special Sworn Employee. The level is determined by the actual tasks the contractor or SSS individual is performing or will be performing, for example, a janitorial service would be a low risk whereas a computer support would be moderate risk-IT.
If the sensitivity level designation is moderate risk-IT or higher, then a Fair Credit Reporting Act form is required, and SF-85P is also completed instead of the SF-85. Since additional time is needed for the processing of suitability packages containing the SF-85P, request contractor or SSS individual's forms **three weeks** prior to the expected start date in the RO or SCO.
Request for James Bond ID (IT access) and any special requirements must be indicated on the BC-1759 and the CAMPIN application approved by the COR.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
230,"Instructions for Completing BC- 1759(SC), Special Sworn Status (SSS)","The contractor or SSS individual must complete Part A, Identification; Part B, Waiver of Compensation; top portion of Part C, Affidavit of Non-Disclosure; and Items 1 through 3 of Part D of the BC-1759, SSS.
Part B must be signed by the contractor or SSS individual in the presence of a witness; that is, designated census employee or a notary public. Witnesses must sign their name on the Witness *signature* line and enter the date in the space provided.
A contractor or SSS individual who refuse to sign Part C will not be allowed to work for the Census Bureau.
Part C must be signed by the contractor or SSS individual in the presence of an employee authorized to administer the Affidavit of Non-Disclosure, or a notary public. The employee authorized to administer the affidavit or notary public must sign their name on the *Signature* line.
The COR signs item 4c of Part D of the BC-1759. The authorized signature indicates that the COR is responsible for the actions of the contractor or SSS individual.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
231,SSS Individual(s) Exempt from OSY Counter-Espionage Branch clearance process,"The following individuals with SSS are **exempt** from the CIS clearance processing because of the special nature of their contract with the Census Bureau:
- Tribal Liaisons
- Advisory Committee Members
- Volunteers assisting in questionnaire assistance centers
- Local Update of Census Addresses (LUCA) state and local officials
- Oversight Committee Members
- General Accounting Office (GAO) Auditors
The above individuals are exempt from completing the clearance processing, that is, Fingerprinting, completion of SF-85/SF-85P, and so forth; but they are required to complete the BC-1759(DV), SSS and be sworn in before they are allowed access to protected data.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
232,"BC-1515, Temporary Visitor Pass","Issue this ID to all other SSS personnel exempt from the clearance processing, excluding the questionnaire assistance center volunteers. The NTE expires at the end of a contract or service performed with the Census Bureau and must not exceed six months.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
233,SSS Renewal,"The COR will be required to recertify the SSS individual during the semiannual recertification. Each valid and active COR will receive an automated e-mail to complete the process.
The renewed SSS and approved access will be granted upon verification of individual's record and provided investigation requirements are met. A new or updated investigation will be initiated at that time, if required.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
234,SSS Termination,"The COR must immediately terminate the SSS by accessing CAMPIN when a contractor or SSS individual separates from the Census Bureau.
By exiting the contractor using CAMPIN, a remedy ticket will be executed to terminate all network accounts. All accounts will be terminated within 24 hours from the date of separation.
When the contractor or SSS individual terminates their contract with the Census Bureau, the COR must collect the contractor or SSS individual's ID badge, office key(s), and parking permit, if applicable on the day of separation.
The badge should be attached, and the word *Terminated* written in red on the BC-1759. This package should be filed in Inactive SSS file.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
235,Recordkeeping,"Establish a separate folder for contractor or SSS individuals completed BC-1759 forms, and for SSS individuals exempt from the clearance processing. File forms alphabetically by last name in a locked cabinet.
Maintain copies of BC-1759, and file as follows:
- SSS Individuals **(Active)** -- documents from contractors or SSS individuals that have been cleared by CCCPB to work within census space. To include, actively working SSS Individual(s) exempt from the CCCPB clearance processing.
- SSS Individuals **(Inactive)** -- documents from contractors or SSS individuals identified as a security risk and those who have not been cleared by CCCPB to work within census space. To include, SSS individual(s) exempt from the clearance processing when their service expired.
Figure 10. Example of the Form BC-1759(SC), Special Sworn Status
![](/images/imports/1/image9_27e20269.jpeg){width=""6.3in"" height=""7.985009842519685in""}",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
